Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
2016/03/20 05:45:07,2016/03/20 07:17:57,5570
2016/03/20 07:22:02,2016/03/20 08:54:52,5570
2016/03/20 08:57:41,2016/03/20 10:30:31,5570
2016/03/20 10:33:06,2016/03/20 12:05:56,5570
2016/03/20 12:09:17,2016/03/20 13:42:07,5570
2016/03/20 13:47:45,2016/03/20 15:20:35,5570
2016/03/20 15:29:10,2016/03/20 17:02:00,5570
2016/03/20 17:09:28,2016/03/20 18:42:18,5570
2016/03/20 18:46:55,2016/03/20 20:19:45,5570
2016/03/20 20:22:46,2016/03/20 21:55:36,5570
2016/03/20 21:58:11,2016/03/20 23:31:01,5570
2016/03/20 23:34:05,2016/03/21 01:06:55,5570
2016/03/21 01:11:52,2016/03/21 02:44:42,5570
2016/03/21 02:52:45,2016/03/21 04:25:35,5570
2016/03/21 04:33:37,2016/03/21 06:06:27,5570
2016/03/21 06:11:36,2016/03/21 07:44:26,5570
2016/03/21 07:47:42,2016/03/21 09:20:32,5570
2016/03/21 09:23:07,2016/03/21 10:55:57,5570
2016/03/21 10:58:48,2016/03/21 12:31:38,5570
2016/03/21 12:35:57,2016/03/21 14:08:47,5570
2016/03/21 14:16:09,2016/03/21 15:48:59,5570
2016/03/21 15:57:31,2016/03/21 17:30:21,5570
2016/03/21 17:36:12,2016/03/21 19:09:02,5570
2016/03/21 19:12:38,2016/03/21 20:45:28,5570
2016/03/21 20:48:09,2016/03/21 22:20:59,5570
2016/03/21 22:23:41,2016/03/21 23:56:31,5570
2016/03/22 00:00:22,2016/03/22 01:33:12,5570
2016/03/22 01:39:46,2016/03/22 03:12:36,5570
2016/03/22 03:21:16,2016/03/22 04:54:06,5570
2016/03/22 05:00:36,2016/03/22 06:33:26,5570
2016/03/22 06:37:24,2016/03/22 08:10:14,5570
2016/03/22 08:13:02,2016/03/22 09:45:52,5570
2016/03/22 09:48:28,2016/03/22 11:21:18,5570
2016/03/22 11:24:44,2016/03/22 12:57:34,5570
2016/03/22 13:03:20,2016/03/22 14:36:10,5570
2016/03/22 14:44:44,2016/03/22 16:17:34,5570
2016/03/22 16:24:49,2016/03/22 17:57:39,5570
2016/03/22 18:02:08,2016/03/22 19:34:58,5570
2016/03/22 19:37:57,2016/03/22 21:10:47,5570
